,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
3509,R. Žulj,25,Austria,72,75,TSG 1899 Hoffenheim,ST,72.0,43.0,52.0,72.0,68.0,72.0,47.0,43.0,68.0,52.0,72.0,70.0,71.0,70.0,51.0,72.0,47.0,43.0,68.0,52.0,72.0,70.0,71.0,70.0,51.0,71.0
3518,H. Harbaoui,32,Tunisia,72,72,RSC Anderlecht,ST,66.0,45.0,48.0,68.0,60.0,66.0,46.0,45.0,60.0,48.0,68.0,65.0,71.0,67.0,48.0,66.0,46.0,45.0,60.0,48.0,68.0,65.0,71.0,67.0,48.0,71.0
3722,M. Ardemagni,30,Italy,72,72,Avellino,ST,62.0,40.0,41.0,66.0,54.0,62.0,42.0,40.0,54.0,41.0,66.0,62.0,71.0,63.0,45.0,62.0,42.0,40.0,54.0,41.0,66.0,62.0,71.0,63.0,45.0,71.0
3541,M. Robak,34,Poland,72,72,Śląsk Wrocław,ST,65.0,47.0,48.0,68.0,59.0,65.0,45.0,47.0,59.0,48.0,68.0,63.0,71.0,64.0,47.0,65.0,45.0,47.0,59.0,48.0,68.0,63.0,71.0,64.0,47.0,71.0
3555,L. Spalvis,22,Lithuania,72,81,1. FC Kaiserslautern,ST,65.0,45.0,48.0,68.0,59.0,65.0,47.0,45.0,59.0,48.0,68.0,64.0,71.0,65.0,49.0,65.0,47.0,45.0,59.0,48.0,68.0,64.0,71.0,65.0,49.0,71.0
3493,Ricardo Valente,26,Portugal,72,73,CS Marítimo,ST,70.0,42.0,47.0,72.0,62.0,70.0,45.0,42.0,62.0,47.0,72.0,70.0,71.0,72.0,49.0,70.0,45.0,42.0,62.0,47.0,72.0,70.0,71.0,72.0,49.0,71.0
3563,G. Denis,35,Argentina,72,72,Club Atlético Lanús,ST,64.0,44.0,47.0,66.0,60.0,64.0,43.0,44.0,60.0,47.0,66.0,61.0,71.0,63.0,45.0,64.0,43.0,44.0,60.0,47.0,66.0,61.0,71.0,63.0,45.0,71.0
3565,I. Uche,33,Nigeria,72,72,Gimnàstic de Tarragona,ST,67.0,45.0,48.0,69.0,59.0,67.0,49.0,45.0,59.0,48.0,69.0,67.0,71.0,69.0,51.0,67.0,49.0,45.0,59.0,48.0,69.0,67.0,71.0,69.0,51.0,71.0
3566,R. Ovelar,31,Paraguay,72,72,CPD Junior Barranquilla,ST,69.0,46.0,49.0,70.0,63.0,69.0,46.0,46.0,63.0,49.0,70.0,66.0,71.0,68.0,48.0,69.0,46.0,46.0,63.0,49.0,70.0,66.0,71.0,68.0,48.0,71.0
3617,Y. Kermorgant,35,France,72,72,Reading,ST,67.0,61.0,62.0,68.0,67.0,67.0,57.0,61.0,67.0,62.0,68.0,65.0,71.0,65.0,57.0,67.0,57.0,61.0,67.0,62.0,68.0,65.0,71.0,65.0,57.0,71.0
3488,L. Dimata,19,Belgium,72,84,VfL Wolfsburg,ST,67.0,43.0,46.0,70.0,59.0,67.0,46.0,43.0,59.0,46.0,70.0,67.0,71.0,69.0,49.0,67.0,46.0,43.0,59.0,46.0,70.0,67.0,71.0,69.0,49.0,71.0
3620,C. Wickham,24,England,72,76,Crystal Palace,ST,66.0,45.0,48.0,68.0,61.0,66.0,47.0,45.0,61.0,48.0,68.0,66.0,71.0,67.0,49.0,66.0,47.0,45.0,61.0,48.0,68.0,66.0,71.0,67.0,49.0,71.0
3629,Paulao Junqueiras,29,Brazil,72,72,Santos Futebol Clube,ST,62.0,43.0,44.0,66.0,56.0,62.0,38.0,43.0,56.0,44.0,66.0,57.0,71.0,60.0,40.0,62.0,38.0,43.0,56.0,44.0,66.0,57.0,71.0,60.0,40.0,71.0
3721,Cristian Lodeira,25,Brazil,72,72,Cruzeiro,ST,68.0,45.0,49.0,71.0,60.0,68.0,53.0,45.0,60.0,49.0,71.0,69.0,71.0,72.0,56.0,68.0,53.0,45.0,60.0,49.0,71.0,69.0,71.0,72.0,56.0,71.0
3715,D. Álvarez,35,Colombia,72,72,La Equidad,ST,69.0,46.0,49.0,70.0,61.0,69.0,44.0,46.0,61.0,49.0,70.0,65.0,71.0,68.0,46.0,69.0,44.0,46.0,61.0,49.0,70.0,65.0,71.0,68.0,46.0,71.0
3707,Guedes,30,Portugal,72,72,Rio Ave FC,ST,68.0,48.0,50.0,70.0,61.0,68.0,50.0,48.0,61.0,50.0,70.0,67.0,71.0,68.0,52.0,68.0,50.0,48.0,61.0,50.0,70.0,67.0,71.0,68.0,52.0,71.0
3702,D. Selke,22,Germany,72,82,Hertha BSC Berlin,ST,66.0,46.0,49.0,69.0,60.0,66.0,47.0,46.0,60.0,49.0,69.0,65.0,71.0,66.0,49.0,66.0,47.0,46.0,60.0,49.0,69.0,65.0,71.0,66.0,49.0,71.0
3687,De Tomás,22,Spain,72,78,Rayo Vallecano,ST,63.0,41.0,42.0,67.0,55.0,63.0,43.0,41.0,55.0,42.0,67.0,62.0,71.0,65.0,46.0,63.0,43.0,41.0,55.0,42.0,67.0,62.0,71.0,65.0,46.0,71.0
3665,Chong Te Se,33,Korea DPR,72,72,Shimizu S-Pulse,ST,68.0,54.0,56.0,69.0,65.0,68.0,53.0,54.0,65.0,56.0,69.0,67.0,71.0,67.0,55.0,68.0,53.0,54.0,65.0,56.0,69.0,67.0,71.0,67.0,55.0,71.0
3686,B. Balaj,26,Albania,72,75,Terek Grozny,ST,62.0,40.0,42.0,66.0,55.0,62.0,43.0,40.0,55.0,42.0,66.0,62.0,71.0,64.0,45.0,62.0,43.0,40.0,55.0,42.0,66.0,62.0,71.0,64.0,45.0,71.0
3659,Crislan,25,Brazil,72,76,Vegalta Sendai,ST,67.0,47.0,50.0,70.0,60.0,67.0,53.0,47.0,60.0,50.0,70.0,69.0,71.0,70.0,55.0,67.0,53.0,47.0,60.0,50.0,70.0,69.0,71.0,70.0,55.0,71.0
3650,S. Longo,25,Italy,72,76,CD Tenerife,ST,67.0,44.0,47.0,69.0,59.0,67.0,46.0,44.0,59.0,47.0,69.0,66.0,71.0,68.0,49.0,67.0,46.0,44.0,59.0,47.0,69.0,66.0,71.0,68.0,49.0,71.0
3487,D. Murphy,34,Republic of Ireland,72,72,Nottingham Forest,ST,64.0,49.0,51.0,67.0,60.0,64.0,48.0,49.0,60.0,51.0,67.0,64.0,71.0,65.0,50.0,64.0,48.0,49.0,60.0,51.0,67.0,64.0,71.0,65.0,50.0,71.0
3639,Xisco,31,Spain,72,72,CA Osasuna,ST,62.0,45.0,45.0,66.0,56.0,62.0,44.0,45.0,56.0,45.0,66.0,62.0,71.0,63.0,46.0,62.0,44.0,45.0,56.0,45.0,66.0,62.0,71.0,63.0,46.0,71.0
3506,T. Jurić,25,Australia,72,75,FC Luzern,ST,63.0,53.0,53.0,67.0,59.0,63.0,53.0,53.0,59.0,53.0,67.0,64.0,71.0,65.0,54.0,63.0,53.0,53.0,59.0,53.0,67.0,64.0,71.0,65.0,54.0,71.0
2736,B. Assombalonga,24,DR Congo,73,74,Middlesbrough,ST,67.0,52.0,53.0,70.0,61.0,67.0,55.0,52.0,61.0,53.0,70.0,67.0,72.0,69.0,56.0,67.0,55.0,52.0,61.0,53.0,70.0,67.0,72.0,69.0,56.0,72.0
2739,M. Urruti,26,Argentina,73,74,FC Dallas,ST,70.0,60.0,61.0,72.0,66.0,70.0,60.0,60.0,66.0,61.0,72.0,67.0,72.0,69.0,61.0,70.0,60.0,60.0,66.0,61.0,72.0,67.0,72.0,69.0,61.0,72.0
2749,A. Rudņevs,29,Latvia,73,73,1. FC Köln,ST,64.0,48.0,49.0,68.0,58.0,64.0,49.0,48.0,58.0,49.0,68.0,64.0,72.0,65.0,51.0,64.0,49.0,48.0,58.0,49.0,68.0,64.0,72.0,65.0,51.0,72.0
2689,J. Furch,27,Argentina,73,73,Santos Laguna,ST,66.0,50.0,53.0,69.0,63.0,66.0,49.0,50.0,63.0,53.0,69.0,65.0,72.0,65.0,52.0,66.0,49.0,50.0,63.0,53.0,69.0,65.0,72.0,65.0,52.0,72.0
2703,L. Castaignos,24,Netherlands,73,77,Vitesse,ST,70.0,46.0,52.0,71.0,65.0,70.0,48.0,46.0,65.0,52.0,71.0,68.0,72.0,69.0,51.0,70.0,48.0,46.0,65.0,52.0,71.0,68.0,72.0,69.0,51.0,72.0
2697,N. Bendtner,29,Denmark,73,73,Rosenborg BK,ST,69.0,51.0,54.0,70.0,65.0,69.0,51.0,51.0,65.0,54.0,70.0,69.0,72.0,69.0,53.0,69.0,51.0,51.0,65.0,54.0,70.0,69.0,72.0,69.0,53.0,72.0
2740,D. Ciofani,31,Italy,73,73,Frosinone,ST,59.0,43.0,42.0,66.0,51.0,59.0,41.0,43.0,51.0,42.0,66.0,57.0,72.0,60.0,42.0,59.0,41.0,43.0,51.0,42.0,66.0,57.0,72.0,60.0,42.0,72.0
2340,Miguel Rosa,28,Portugal,74,74,CF Os Belenenses,ST,74.0,53.0,60.0,73.0,71.0,74.0,57.0,53.0,71.0,60.0,73.0,73.0,72.0,73.0,60.0,74.0,57.0,53.0,71.0,60.0,73.0,73.0,72.0,73.0,60.0,72.0
2678,M. Al Sahlawi,30,Saudi Arabia,73,73,Al Nassr,ST,69.0,41.0,47.0,70.0,62.0,69.0,46.0,41.0,62.0,47.0,70.0,68.0,72.0,69.0,50.0,69.0,46.0,41.0,62.0,47.0,70.0,68.0,72.0,69.0,50.0,72.0
2668,J. Lucero,25,Argentina,73,75,Club Tijuana,ST,68.0,44.0,48.0,70.0,61.0,68.0,48.0,44.0,61.0,48.0,70.0,68.0,72.0,70.0,50.0,68.0,48.0,44.0,61.0,48.0,70.0,68.0,72.0,70.0,50.0,72.0
2664,K. Ansarifard,27,Iran,73,74,Olympiakos CFP,ST,67.0,52.0,55.0,71.0,62.0,67.0,57.0,52.0,62.0,55.0,71.0,68.0,72.0,70.0,59.0,67.0,57.0,52.0,62.0,55.0,71.0,68.0,72.0,70.0,59.0,72.0
2656,Johnathan,27,Brazil,73,73,Suwon Samsung Bluewings,ST,69.0,48.0,53.0,71.0,64.0,69.0,53.0,48.0,64.0,53.0,71.0,70.0,72.0,71.0,56.0,69.0,53.0,48.0,64.0,53.0,71.0,70.0,72.0,71.0,56.0,72.0
2642,I. Mboyo,30,Belgium,73,73,FC Sion,ST,71.0,52.0,55.0,72.0,67.0,71.0,54.0,52.0,67.0,55.0,72.0,71.0,72.0,72.0,57.0,71.0,54.0,52.0,67.0,55.0,72.0,71.0,72.0,72.0,57.0,72.0
2636,J. Maclaren,23,Australia,73,77,SV Darmstadt 98,ST,69.0,53.0,56.0,71.0,64.0,69.0,57.0,53.0,64.0,56.0,71.0,70.0,72.0,71.0,59.0,69.0,57.0,53.0,64.0,56.0,71.0,70.0,72.0,71.0,59.0,72.0
2525,P. Mpoku,25,DR Congo,74,76,Standard de Liège,ST,73.0,56.0,61.0,74.0,70.0,73.0,60.0,56.0,70.0,61.0,74.0,73.0,72.0,74.0,63.0,73.0,60.0,56.0,70.0,61.0,74.0,73.0,72.0,74.0,63.0,72.0
1712,Ailton Guevara,25,Brazil,75,75,Clube Atlético Mineiro,ST,74.0,44.0,51.0,74.0,68.0,74.0,50.0,44.0,68.0,51.0,74.0,73.0,72.0,74.0,54.0,74.0,50.0,44.0,68.0,51.0,74.0,73.0,72.0,74.0,54.0,72.0
1800,J. Landiso,25,Chile,75,75,Unión Española,ST,74.0,44.0,51.0,74.0,68.0,74.0,50.0,44.0,68.0,51.0,74.0,73.0,72.0,74.0,54.0,74.0,50.0,44.0,68.0,51.0,74.0,73.0,72.0,74.0,54.0,72.0
4738,M. Etame,28,Cameroon,71,71,Alanyaspor,ST,70.0,55.0,58.0,71.0,66.0,70.0,57.0,55.0,66.0,58.0,71.0,70.0,72.0,71.0,60.0,70.0,57.0,55.0,66.0,58.0,71.0,70.0,72.0,71.0,60.0,72.0
1863,Y. Kubo,23,Japan,75,80,KAA Gent,ST,74.0,49.0,56.0,75.0,68.0,74.0,58.0,49.0,68.0,56.0,75.0,74.0,72.0,75.0,60.0,74.0,58.0,49.0,68.0,56.0,75.0,74.0,72.0,75.0,60.0,72.0
2759,F. Diedhiou,24,Senegal,73,77,Bristol City,ST,61.0,42.0,41.0,66.0,53.0,61.0,40.0,42.0,53.0,41.0,66.0,59.0,72.0,62.0,41.0,61.0,40.0,42.0,53.0,41.0,66.0,59.0,72.0,62.0,41.0,72.0
2306,F. Ayité,28,Togo,74,74,Fulham,ST,73.0,41.0,49.0,74.0,65.0,73.0,49.0,41.0,65.0,49.0,74.0,73.0,72.0,75.0,53.0,73.0,49.0,41.0,65.0,49.0,74.0,73.0,72.0,75.0,53.0,72.0
2687,Rafael Martins,28,Brazil,73,73,Vitória Guimarães,ST,67.0,45.0,47.0,70.0,59.0,67.0,46.0,45.0,59.0,47.0,70.0,66.0,72.0,68.0,49.0,67.0,46.0,45.0,59.0,47.0,70.0,66.0,72.0,68.0,49.0,72.0
2788,K. Coulibaly,25,Mali,73,76,FC Nantes,ST,65.0,45.0,47.0,68.0,60.0,65.0,48.0,45.0,60.0,47.0,68.0,66.0,72.0,67.0,50.0,65.0,48.0,45.0,60.0,47.0,68.0,66.0,72.0,67.0,50.0,72.0
3249,D. Dwyer,26,United States,73,74,Orlando City Soccer Club,ST,65.0,44.0,45.0,69.0,57.0,65.0,46.0,44.0,57.0,45.0,69.0,65.0,72.0,68.0,49.0,65.0,46.0,44.0,57.0,45.0,69.0,65.0,72.0,68.0,49.0,72.0
2801,S. Pellissier,38,Italy,73,73,Chievo Verona,ST,70.0,41.0,48.0,72.0,64.0,70.0,45.0,41.0,64.0,48.0,72.0,66.0,72.0,69.0,49.0,70.0,45.0,41.0,64.0,48.0,72.0,66.0,72.0,69.0,49.0,72.0
3053,Paulinho,31,Brazil,73,73,Cremonese,ST,73.0,44.0,50.0,73.0,66.0,73.0,49.0,44.0,66.0,50.0,73.0,71.0,72.0,72.0,52.0,73.0,49.0,44.0,66.0,50.0,73.0,71.0,72.0,72.0,52.0,72.0
3072,Bueno,29,Spain,73,73,FC Porto,ST,72.0,48.0,53.0,73.0,65.0,72.0,52.0,48.0,65.0,53.0,73.0,69.0,72.0,72.0,55.0,72.0,52.0,48.0,65.0,53.0,73.0,69.0,72.0,72.0,55.0,72.0
3088,N. Roux,29,France,73,73,FC Metz,ST,70.0,48.0,53.0,71.0,66.0,70.0,52.0,48.0,66.0,53.0,71.0,70.0,72.0,71.0,55.0,70.0,52.0,48.0,66.0,53.0,71.0,70.0,72.0,71.0,55.0,72.0
3097,J. Mbakogu,24,Nigeria,73,76,Carpi,ST,68.0,44.0,47.0,71.0,60.0,68.0,49.0,44.0,60.0,47.0,71.0,69.0,72.0,70.0,51.0,68.0,49.0,44.0,60.0,47.0,71.0,69.0,72.0,70.0,51.0,72.0
3111,M. Antenucci,32,Italy,73,73,Ferrara (SPAL),ST,71.0,46.0,52.0,73.0,64.0,71.0,52.0,46.0,64.0,52.0,73.0,70.0,72.0,72.0,55.0,71.0,52.0,46.0,64.0,52.0,73.0,70.0,72.0,72.0,55.0,72.0
3114,T. Abraham,19,England,73,86,Swansea City,ST,66.0,42.0,45.0,70.0,59.0,66.0,45.0,42.0,59.0,45.0,70.0,65.0,72.0,67.0,47.0,66.0,45.0,42.0,59.0,45.0,70.0,65.0,72.0,67.0,47.0,72.0
3122,Álvaro,26,Spain,73,76,RCD Espanyol,ST,69.0,47.0,51.0,71.0,64.0,69.0,49.0,47.0,64.0,51.0,71.0,67.0,72.0,69.0,51.0,69.0,49.0,47.0,64.0,51.0,71.0,67.0,72.0,69.0,51.0,72.0
2799,J. Perbet,32,France,73,73,KV Kortrijk,ST,63.0,40.0,42.0,67.0,56.0,63.0,41.0,40.0,56.0,42.0,67.0,60.0,72.0,63.0,43.0,63.0,41.0,40.0,56.0,42.0,67.0,60.0,72.0,63.0,43.0,72.0
3137,A. del Valle,28,Colombia,73,73,CD Los Millionarios Bogota,ST,70.0,41.0,46.0,72.0,62.0,70.0,48.0,41.0,62.0,46.0,72.0,69.0,72.0,71.0,51.0,70.0,48.0,41.0,62.0,46.0,72.0,69.0,72.0,71.0,51.0,72.0
3158,M. Sylla,23,Senegal,73,79,KAA Gent,ST,70.0,52.0,53.0,72.0,63.0,70.0,54.0,52.0,63.0,53.0,72.0,69.0,72.0,71.0,56.0,70.0,54.0,52.0,63.0,53.0,72.0,69.0,72.0,71.0,56.0,72.0
3161,W. Weghorst,24,Netherlands,73,76,AZ Alkmaar,ST,63.0,49.0,49.0,67.0,57.0,63.0,47.0,49.0,57.0,49.0,67.0,62.0,72.0,63.0,49.0,63.0,47.0,49.0,57.0,49.0,67.0,62.0,72.0,63.0,49.0,72.0
3172,N. Stojiljković,24,Serbia,73,77,Kayserispor,ST,67.0,53.0,54.0,69.0,62.0,67.0,53.0,53.0,62.0,54.0,69.0,67.0,72.0,67.0,54.0,67.0,53.0,53.0,62.0,54.0,69.0,67.0,72.0,67.0,54.0,72.0
3180,M. Samatta,24,Tanzania,73,78,KRC Genk,ST,66.0,40.0,43.0,69.0,57.0,66.0,45.0,40.0,57.0,43.0,69.0,67.0,72.0,69.0,48.0,66.0,45.0,40.0,57.0,43.0,69.0,67.0,72.0,69.0,48.0,72.0
3192,A. Cornelius,24,Denmark,73,78,Atalanta,ST,64.0,46.0,47.0,68.0,58.0,64.0,45.0,46.0,58.0,47.0,68.0,63.0,72.0,65.0,47.0,64.0,45.0,46.0,58.0,47.0,68.0,63.0,72.0,65.0,47.0,72.0
3201,C. Larin,22,Canada,73,81,Orlando City Soccer Club,ST,64.0,44.0,44.0,68.0,55.0,64.0,44.0,44.0,55.0,44.0,68.0,62.0,72.0,64.0,46.0,64.0,44.0,44.0,55.0,44.0,68.0,62.0,72.0,64.0,46.0,72.0
3208,F. Zampedri,29,Argentina,73,73,Rosario Central,ST,66.0,43.0,45.0,69.0,58.0,66.0,44.0,43.0,58.0,45.0,69.0,65.0,72.0,67.0,47.0,66.0,44.0,43.0,58.0,45.0,69.0,65.0,72.0,67.0,47.0,72.0
3265,U. Đurđević,23,Serbia,73,78,Olympiakos CFP,ST,67.0,46.0,49.0,70.0,60.0,67.0,44.0,46.0,60.0,49.0,70.0,63.0,72.0,66.0,46.0,67.0,44.0,46.0,60.0,49.0,70.0,63.0,72.0,66.0,46.0,72.0
3268,D. Ballega,33,Chile,73,73,CD Universidad de Concepción,ST,67.0,54.0,54.0,70.0,62.0,67.0,52.0,54.0,62.0,54.0,70.0,65.0,72.0,67.0,54.0,67.0,52.0,54.0,62.0,54.0,70.0,65.0,72.0,67.0,54.0,72.0
3271,I. Sylla,26,Guinea,73,76,Queens Park Rangers,ST,67.0,46.0,48.0,69.0,60.0,67.0,47.0,46.0,60.0,48.0,69.0,66.0,72.0,68.0,49.0,67.0,47.0,46.0,60.0,48.0,69.0,66.0,72.0,68.0,49.0,72.0
3274,Edinho,34,Portugal,73,73,Vitória Setúbal,ST,64.0,49.0,48.0,68.0,57.0,64.0,47.0,49.0,57.0,48.0,68.0,61.0,72.0,64.0,48.0,64.0,47.0,49.0,57.0,48.0,68.0,61.0,72.0,64.0,48.0,72.0
3287,S. Romero,28,Argentina,73,73,Club América,ST,70.0,50.0,54.0,71.0,65.0,70.0,54.0,50.0,65.0,54.0,71.0,70.0,72.0,71.0,56.0,70.0,54.0,50.0,65.0,54.0,71.0,70.0,72.0,71.0,56.0,72.0
3288,J. Benítez,24,Paraguay,73,77,Monterrey,ST,70.0,40.0,45.0,72.0,61.0,70.0,44.0,40.0,61.0,45.0,72.0,68.0,72.0,69.0,46.0,70.0,44.0,40.0,61.0,45.0,72.0,68.0,72.0,69.0,46.0,72.0
3294,F. Melchiorri,30,Italy,73,73,Cagliari,ST,68.0,43.0,46.0,71.0,60.0,68.0,46.0,43.0,60.0,46.0,71.0,67.0,72.0,69.0,48.0,68.0,46.0,43.0,60.0,46.0,71.0,67.0,72.0,69.0,48.0,72.0
3047,F. Adi,26,Nigeria,73,76,Portland Timbers,ST,64.0,44.0,45.0,69.0,55.0,64.0,42.0,44.0,55.0,45.0,69.0,62.0,72.0,64.0,44.0,64.0,42.0,44.0,55.0,45.0,69.0,62.0,72.0,64.0,44.0,72.0
3044,B. Peñena,29,Chile,73,73,Universidad Católica,ST,68.0,41.0,47.0,71.0,61.0,68.0,48.0,41.0,61.0,47.0,71.0,69.0,72.0,70.0,51.0,68.0,48.0,41.0,61.0,47.0,71.0,69.0,72.0,70.0,51.0,72.0
3134,K. Sigþórsson,27,Iceland,73,73,FC Nantes,ST,66.0,52.0,54.0,68.0,63.0,66.0,51.0,52.0,63.0,54.0,68.0,64.0,72.0,65.0,52.0,66.0,51.0,52.0,63.0,54.0,68.0,64.0,72.0,65.0,52.0,72.0
3020,A. Bouhaddouz,30,Morocco,73,73,FC St. Pauli,ST,64.0,44.0,47.0,67.0,58.0,64.0,44.0,44.0,58.0,47.0,67.0,63.0,72.0,65.0,47.0,64.0,44.0,44.0,58.0,47.0,67.0,63.0,72.0,65.0,47.0,72.0
2806,M. Kanazaki,28,Japan,73,73,Kashima Antlers,ST,72.0,48.0,53.0,72.0,66.0,72.0,52.0,48.0,66.0,53.0,72.0,72.0,72.0,72.0,55.0,72.0,52.0,48.0,66.0,53.0,72.0,72.0,72.0,72.0,55.0,72.0
2816,Orlando Sá,29,Portugal,73,73,Standard de Liège,ST,67.0,48.0,50.0,70.0,62.0,67.0,48.0,48.0,62.0,50.0,70.0,66.0,72.0,67.0,50.0,67.0,48.0,48.0,62.0,50.0,70.0,66.0,72.0,67.0,50.0,72.0
2828,S. Perica,21,Croatia,73,81,Udinese,ST,64.0,44.0,45.0,68.0,56.0,64.0,45.0,44.0,56.0,45.0,68.0,63.0,72.0,65.0,46.0,64.0,45.0,44.0,56.0,45.0,68.0,63.0,72.0,65.0,46.0,72.0
2846,Toché,34,Spain,73,73,Real Oviedo,ST,65.0,50.0,51.0,68.0,61.0,65.0,49.0,50.0,61.0,51.0,68.0,64.0,72.0,65.0,51.0,65.0,49.0,50.0,61.0,51.0,68.0,64.0,72.0,65.0,51.0,72.0
2852,J. Duque,30,Colombia,73,73,Asociacion Deportivo Cali,ST,67.0,43.0,48.0,70.0,61.0,67.0,46.0,43.0,61.0,48.0,70.0,65.0,72.0,67.0,49.0,67.0,46.0,43.0,61.0,48.0,70.0,65.0,72.0,67.0,49.0,72.0
2867,Oriol Riera,30,Spain,73,73,Western Sydney Wanderers,ST,68.0,48.0,52.0,70.0,63.0,68.0,48.0,48.0,63.0,52.0,70.0,65.0,72.0,66.0,50.0,68.0,48.0,48.0,63.0,52.0,70.0,65.0,72.0,66.0,50.0,72.0
2870,A. Bukharov,32,Russia,73,73,FC Rostov,ST,65.0,50.0,52.0,68.0,62.0,65.0,48.0,50.0,62.0,52.0,68.0,64.0,72.0,64.0,50.0,65.0,48.0,50.0,62.0,52.0,68.0,64.0,72.0,64.0,50.0,72.0
2872,M. Rosenberg,34,Sweden,73,73,Malmö FF,ST,71.0,53.0,56.0,72.0,66.0,71.0,54.0,53.0,66.0,56.0,72.0,70.0,72.0,71.0,57.0,71.0,54.0,53.0,66.0,56.0,72.0,70.0,72.0,71.0,57.0,72.0
3039,O. Estupiñán,20,Colombia,73,81,Vitória Guimarães,ST,63.0,41.0,43.0,68.0,56.0,63.0,44.0,41.0,56.0,43.0,68.0,63.0,72.0,65.0,46.0,63.0,44.0,41.0,56.0,43.0,68.0,63.0,72.0,65.0,46.0,72.0
2899,M. Gómez,20,Uruguay,73,81,RC Celta de Vigo,ST,64.0,41.0,45.0,68.0,59.0,64.0,45.0,41.0,59.0,45.0,68.0,65.0,72.0,66.0,48.0,64.0,45.0,41.0,59.0,45.0,68.0,65.0,72.0,66.0,48.0,72.0
2900,I. Saadi,25,France,73,77,RC Strasbourg,ST,66.0,42.0,45.0,70.0,57.0,66.0,44.0,42.0,57.0,45.0,70.0,65.0,72.0,67.0,47.0,66.0,44.0,42.0,57.0,45.0,70.0,65.0,72.0,67.0,47.0,72.0
2902,O. Kayode,24,Nigeria,73,77,Girona CF,ST,69.0,47.0,51.0,72.0,62.0,69.0,53.0,47.0,62.0,51.0,72.0,70.0,72.0,72.0,55.0,69.0,53.0,47.0,62.0,51.0,72.0,70.0,72.0,72.0,55.0,72.0
2207,J. Kembo-Ekoko,29,France,74,74,Bursaspor,ST,73.0,48.0,54.0,73.0,67.0,73.0,53.0,48.0,67.0,54.0,73.0,72.0,72.0,74.0,57.0,73.0,53.0,48.0,67.0,54.0,73.0,72.0,72.0,74.0,57.0,72.0
2911,A. Rodríguez,28,Colombia,73,73,Deportes Tolima,ST,66.0,44.0,47.0,70.0,59.0,66.0,46.0,44.0,59.0,47.0,70.0,65.0,72.0,66.0,48.0,66.0,46.0,44.0,59.0,47.0,70.0,65.0,72.0,66.0,48.0,72.0
2994,A. Petagna,22,Italy,73,82,Atalanta,ST,67.0,43.0,46.0,69.0,61.0,67.0,42.0,43.0,61.0,46.0,69.0,65.0,72.0,66.0,46.0,67.0,42.0,43.0,61.0,46.0,69.0,65.0,72.0,66.0,46.0,72.0
2903,Jorge Molina,35,Spain,73,73,Getafe CF,ST,64.0,51.0,53.0,67.0,62.0,64.0,47.0,51.0,62.0,53.0,67.0,61.0,72.0,61.0,49.0,64.0,47.0,51.0,62.0,53.0,67.0,61.0,72.0,61.0,49.0,72.0
2944,Leandro Vivenço,29,Brazil,73,73,Sociedade Esportiva Palmeiras,ST,68.0,41.0,47.0,71.0,61.0,68.0,48.0,41.0,61.0,47.0,71.0,69.0,72.0,70.0,51.0,68.0,48.0,41.0,61.0,47.0,71.0,69.0,72.0,70.0,51.0,72.0
2995,G. Murray,33,England,73,73,Brighton & Hove Albion,ST,67.0,51.0,53.0,69.0,63.0,67.0,48.0,51.0,63.0,53.0,69.0,64.0,72.0,65.0,49.0,67.0,48.0,51.0,63.0,53.0,69.0,64.0,72.0,65.0,49.0,72.0
2943,N. Füllkrug,24,Germany,73,77,Hannover 96,ST,66.0,46.0,48.0,69.0,60.0,66.0,48.0,46.0,60.0,48.0,69.0,67.0,72.0,68.0,51.0,66.0,48.0,46.0,60.0,48.0,69.0,67.0,72.0,68.0,51.0,72.0
2941,G. Hooper,29,England,73,73,Sheffield Wednesday,ST,67.0,42.0,46.0,70.0,60.0,67.0,45.0,42.0,60.0,46.0,70.0,67.0,72.0,68.0,48.0,67.0,45.0,42.0,60.0,46.0,70.0,67.0,72.0,68.0,48.0,72.0
2942,F. Santander,26,Paraguay,73,76,FC København,ST,69.0,47.0,51.0,70.0,64.0,69.0,49.0,47.0,64.0,51.0,70.0,68.0,72.0,69.0,52.0,69.0,49.0,47.0,64.0,51.0,70.0,68.0,72.0,69.0,52.0,72.0
2923,G. Laborde,23,France,73,79,Girondins de Bordeaux,ST,69.0,47.0,51.0,71.0,63.0,69.0,49.0,47.0,63.0,51.0,71.0,69.0,72.0,70.0,52.0,69.0,49.0,47.0,63.0,51.0,71.0,69.0,72.0,70.0,52.0,72.0
2999,Evandro Rochedo,33,Brazil,73,73,Associação Atlética Ponte Preta,ST,67.0,54.0,54.0,70.0,62.0,67.0,52.0,54.0,62.0,54.0,70.0,65.0,72.0,67.0,54.0,67.0,52.0,54.0,62.0,54.0,70.0,65.0,72.0,67.0,54.0,72.0
2177,S. Gakpé,30,Togo,74,74,Amiens SC Football,ST,73.0,43.0,49.0,74.0,65.0,73.0,52.0,43.0,65.0,49.0,74.0,73.0,73.0,75.0,55.0,73.0,52.0,43.0,65.0,49.0,74.0,73.0,73.0,75.0,55.0,73.0
